Round,Game,Team1,Team2,Rating1,Rating2
1,1,Alabama,Texas A&M-Corpus Christi,1.8003531535828903,1.307466258306157
1,2,Maryland,West Virginia,1.4877810630083261,1.5348723400022692
1,3,San Diego State,College of Charleston,1.7108520377253866,1.5829045966488948
1,4,Virginia,Furman,1.6214407283755718,1.4640443939034364
1,5,Creighton,NC State,1.5106007211103294,1.512069095773425
1,6,Baylor,UC Santa Barbara,1.591495412227224,1.4585675389392185
1,7,Missouri,Utah State,1.5819059868225291,1.6518589582570855
1,8,Arizona,Princeton,1.6983901736214158,1.4126369743961518
1,9,Purdue,Fairleigh Dickinson-Florham,1.7225614615412974,0.2588786770468334
1,10,Memphis,Florida Atlantic,1.6538602502605912,1.7064432348301666
1,11,Duke,Oral Roberts,1.6762543257657119,1.5922404405503698
1,12,Tennessee,Louisiana,1.5778203552727905,1.5109354408559907
1,13,Kentucky,Providence,1.5533789613179476,1.4404180263178423
1,14,Kansas State,Montana State,1.5823227230010932,1.4206380524833144
1,15,Michigan State,Southern California,1.5095209391117346,1.5160303529929346
1,16,Marquette,Vermont,1.6814166233827699,1.4084953086107703
1,17,Houston,Northern Kentucky,1.7506307798031575,1.3346195549602358
1,18,Iowa,Auburn,1.4591649344891753,1.523507080546747
1,19,Miami (FL),Drake,1.604718539455701,1.5574524100675164
1,20,Indiana,Kent State,1.5510386086989474,1.5480124011732332
1,21,Iowa State,Pittsburgh,1.5161575444134368,1.4732505883029234
1,22,Xavier,Kennesaw State,1.601255867375011,1.500111410359248
1,23,Texas A&M,Penn State,1.630410842091418,1.5110861328489684
1,24,Texas,Colgate,1.7195075766350367,1.3932452281931706
1,25,Kansas,Howard,1.7463582381243006,1.2980460114448134
1,26,Arkansas,Illinois,1.528930207767332,1.4673357902931345
1,27,Saint Mary's (CA),Virginia Commonwealth,1.6571965391574597,1.6085883464453987
1,28,Connecticut,Iona,1.6157034852675367,1.4673759899133911
1,29,TCU,Arizona State,1.522987702656794,1.4821940059760128
1,30,Gonzaga,Grand Canyon,1.7478269740127867,1.4586602056208002
1,31,Northwestern,Boise State,1.495536693701384,1.5806679774531174
1,32,UCLA,UNC Asheville,1.7323676204560916,1.4243780221538849
2,1,Alabama,West Virginia,1.8003531535828903,1.5348723400022692
2,2,San Diego State,Virginia,1.7108520377253866,1.6214407283755718
2,3,NC State,Baylor,1.512069095773425,1.591495412227224
2,4,Utah State,Arizona,1.6518589582570855,1.6983901736214158
2,5,Purdue,Florida Atlantic,1.7225614615412974,1.7064432348301666
2,6,Duke,Tennessee,1.6762543257657119,1.5778203552727905
2,7,Kentucky,Kansas State,1.5533789613179476,1.5823227230010932
2,8,Southern California,Marquette,1.5160303529929346,1.6814166233827699
2,9,Houston,Auburn,1.7506307798031575,1.523507080546747
2,10,Miami (FL),Indiana,1.604718539455701,1.5510386086989474
2,11,Iowa State,Xavier,1.5161575444134368,1.601255867375011
2,12,Texas A&M,Texas,1.630410842091418,1.7195075766350367
2,13,Kansas,Arkansas,1.7463582381243006,1.528930207767332
2,14,Saint Mary's (CA),Connecticut,1.6571965391574597,1.6157034852675367
2,15,TCU,Gonzaga,1.522987702656794,1.7478269740127867
2,16,Boise State,UCLA,1.5806679774531174,1.7323676204560916
3,1,Alabama,San Diego State,1.8003531535828903,1.7108520377253866
3,2,Baylor,Arizona,1.591495412227224,1.6983901736214158
3,3,Purdue,Duke,1.7225614615412974,1.6762543257657119
3,4,Kansas State,Marquette,1.5823227230010932,1.6814166233827699
3,5,Houston,Miami (FL),1.7506307798031575,1.604718539455701
3,6,Xavier,Texas,1.601255867375011,1.7195075766350367
3,7,Kansas,Saint Mary's (CA),1.7463582381243006,1.6571965391574597
3,8,Gonzaga,UCLA,1.7478269740127867,1.7323676204560916
4,1,Alabama,Arizona,1.8003531535828903,1.6983901736214158
4,2,Purdue,Marquette,1.7225614615412974,1.6814166233827699
4,3,Houston,Texas,1.7506307798031575,1.7195075766350367
4,4,Kansas,Gonzaga,1.7463582381243006,1.7478269740127867
5,1,Alabama,Purdue,1.8003531535828903,1.7225614615412974
5,2,Houston,Gonzaga,1.7506307798031575,1.7478269740127867
6,1,Alabama,Houston,1.8003531535828903,1.7506307798031575
7,1,Alabama,No Value,1.8003531535828903,No Value
