Round,Game,Team1,Team2,Rating1,Rating2
1,1,Alabama,Texas A&M-Corpus Christi,42.641559540622836,15.12106943962034
1,2,Maryland,West Virginia,35.62755317055457,37.53901686506742
1,3,San Diego State,College of Charleston,38.036815828205,26.568544771044103
1,4,Virginia,Furman,35.72772029388799,29.204953949856588
1,5,Creighton,NC State,38.12491650878495,31.780569828635375
1,6,Baylor,UC Santa Barbara,44.403459633074434,26.926269139227806
1,7,Missouri,Utah State,32.03219265900311,36.39331045357164
1,8,Arizona,Princeton,42.54770335563448,25.81465522288827
1,9,Purdue,Fairleigh Dickinson-Florham,41.725998975877275,-27.11478902394547
1,10,Memphis,Florida Atlantic,37.739751150137316,30.84661300703537
1,11,Duke,Oral Roberts,38.95815899542316,26.240589484859893
1,12,Tennessee,Louisiana,43.2403804975362,21.664394162544557
1,13,Kentucky,Providence,39.50749482223924,34.53284826035414
1,14,Kansas State,Montana State,33.475110769619086,23.138452859361117
1,15,Michigan State,Southern California,35.519032934903535,38.05342028976981
1,16,Marquette,Vermont,36.17260660729226,24.732419490373843
1,17,Houston,Northern Kentucky,46.03696186245782,19.163549017240697
1,18,Iowa,Auburn,41.82124893078101,38.62816220070791
1,19,Miami (FL),Drake,32.05094436259957,31.241051288052535
1,20,Indiana,Kent State,37.148861963115365,26.827518921232947
1,21,Iowa State,Pittsburgh,33.899466586470275,28.867609756830355
1,22,Xavier,Kennesaw State,37.03072464128538,18.471253398601807
1,23,Texas A&M,Penn State,35.01125754926512,34.28574208114211
1,24,Texas,Colgate,41.734086392510854,26.082187487231238
1,25,Kansas,Howard,42.83672885120752,16.598561527828018
1,26,Arkansas,Illinois,40.08395724813907,41.72678904095005
1,27,Saint Mary's (CA),Virginia Commonwealth,36.93673142196574,33.3701000853895
1,28,Connecticut,Iona,40.82070406033017,27.427790669304866
1,29,TCU,Arizona State,34.763468603428215,31.55255855347493
1,30,Gonzaga,Grand Canyon,47.4747669290436,28.977158663551425
1,31,Northwestern,Boise State,34.20794933328284,36.07602238865291
1,32,UCLA,UNC Asheville,41.94714521203155,18.977715813041957
2,1,Alabama,West Virginia,42.641559540622836,37.53901686506742
2,2,San Diego State,Virginia,38.036815828205,35.72772029388799
2,3,Creighton,Baylor,38.12491650878495,44.403459633074434
2,4,Utah State,Arizona,36.39331045357164,42.54770335563448
2,5,Purdue,Memphis,41.725998975877275,37.739751150137316
2,6,Duke,Tennessee,38.95815899542316,43.2403804975362
2,7,Kentucky,Kansas State,39.50749482223924,33.475110769619086
2,8,Southern California,Marquette,38.05342028976981,36.17260660729226
2,9,Houston,Iowa,46.03696186245782,41.82124893078101
2,10,Miami (FL),Indiana,32.05094436259957,37.148861963115365
2,11,Iowa State,Xavier,33.899466586470275,37.03072464128538
2,12,Texas A&M,Texas,35.01125754926512,41.734086392510854
2,13,Kansas,Illinois,42.83672885120752,41.72678904095005
2,14,Saint Mary's (CA),Connecticut,36.93673142196574,40.82070406033017
2,15,TCU,Gonzaga,34.763468603428215,47.4747669290436
2,16,Boise State,UCLA,36.07602238865291,41.94714521203155
3,1,Alabama,San Diego State,42.641559540622836,38.036815828205
3,2,Baylor,Arizona,44.403459633074434,42.54770335563448
3,3,Purdue,Tennessee,41.725998975877275,43.2403804975362
3,4,Kentucky,Southern California,39.50749482223924,38.05342028976981
3,5,Houston,Indiana,46.03696186245782,37.148861963115365
3,6,Xavier,Texas,37.03072464128538,41.734086392510854
3,7,Kansas,Connecticut,42.83672885120752,40.82070406033017
3,8,Gonzaga,UCLA,47.4747669290436,41.94714521203155
4,1,Alabama,Baylor,42.641559540622836,44.403459633074434
4,2,Tennessee,Kentucky,43.2403804975362,39.50749482223924
4,3,Houston,Texas,46.03696186245782,41.734086392510854
4,4,Kansas,Gonzaga,42.83672885120752,47.4747669290436
5,1,Baylor,Tennessee,44.403459633074434,43.2403804975362
5,2,Houston,Gonzaga,46.03696186245782,47.4747669290436
6,1,Baylor,Gonzaga,44.403459633074434,47.4747669290436
7,1,Gonzaga,No Value,47.4747669290436,No Value
