Round,Game,Team1,Team2,Rating1,Rating2
1,1,Auburn,Alabama State,1.2400616866377527,0.5567386723329452
1,2,Louisville,Creighton,1.067635821770227,0.9638544226116377
1,3,Michigan,UC San Diego,1.0761667837716817,0.9769386934216049
1,4,Texas A&M,Yale,1.0351418061117883,0.854301680185449
1,5,Mississippi,North Carolina,1.017479697537561,0.9411521032407598
1,6,Iowa State,Lipscomb,0.9968381742435369,0.7866859632315324
1,7,Marquette,New Mexico,0.965439527491179,0.9785024916743355
1,8,Michigan State,Bryant,1.1257065654117,0.7058118964915313
1,9,Florida,Norfolk State,1.1975493313540098,0.7084265056076029
1,10,Connecticut,Oklahoma,0.9184512489740821,0.917895294187464
1,11,Memphis,Colorado State,1.0851523954570046,0.9429400163509286
1,12,Maryland,Grand Canyon,1.01728257228499,0.8537045094701753
1,13,Missouri,Drake,0.968225719887463,1.0302073316139573
1,14,Texas Tech,UNC Wilmington,1.0194611021400033,0.8610529932250091
1,15,Kansas,Arkansas,0.9695302320302526,0.9093365552707825
1,16,St. John's (NY),Omaha,1.10599486379772,0.7206713344691099
1,17,Duke,Mount Saint Mary (NY),1.174263743807197,0.3432634847469194
1,18,Mississippi State,Baylor,0.960229683270004,0.8867155847760005
1,19,Oregon,Liberty,1.0556073422137853,0.9354485679444089
1,20,Arizona,Akron,0.9728481044251107,0.9184098179773003
1,21,Brigham Young,Virginia Commonwealth,0.9726579726780707,0.9770872318382426
1,22,Wisconsin,Montana,1.0384377412254588,0.8059019321222661
1,23,Saint Mary's (CA),Vanderbilt,1.0430908694047316,0.9191557838922282
1,24,Alabama,Robert Morris,1.1697268426313723,0.803311097884254
1,25,Houston,Southern Illinois-Edwardsville,1.1788426013561109,0.6581307670108687
1,26,Gonzaga,Georgia,0.9871023460103799,0.947124636512149
1,27,Clemson,McNeese State,1.0613661017754883,0.8941061566292293
1,28,Purdue,High Point,1.0294317349288775,0.9030447064967766
1,29,Illinois,Xavier,0.9682477880676387,0.8841354046551481
1,30,Kentucky,Troy,1.0441508874590772,0.7917877076043313
1,31,UCLA,Utah State,0.9649793885423801,0.9785441404497621
1,32,Tennessee,Wofford,1.1432813671931785,0.6706714355246238
2,1,Auburn,Louisville,1.2400616866377527,1.067635821770227
2,2,Michigan,Texas A&M,1.0761667837716817,1.0351418061117883
2,3,Mississippi,Iowa State,1.017479697537561,0.9968381742435369
2,4,New Mexico,Michigan State,0.9785024916743355,1.1257065654117
2,5,Florida,Connecticut,1.1975493313540098,0.9184512489740821
2,6,Memphis,Maryland,1.0851523954570046,1.01728257228499
2,7,Drake,Texas Tech,1.0302073316139573,1.0194611021400033
2,8,Kansas,St. John's (NY),0.9695302320302526,1.10599486379772
2,9,Duke,Mississippi State,1.174263743807197,0.960229683270004
2,10,Oregon,Arizona,1.0556073422137853,0.9728481044251107
2,11,Virginia Commonwealth,Wisconsin,0.9770872318382426,1.0384377412254588
2,12,Saint Mary's (CA),Alabama,1.0430908694047316,1.1697268426313723
2,13,Houston,Gonzaga,1.1788426013561109,0.9871023460103799
2,14,Clemson,Purdue,1.0613661017754883,1.0294317349288775
2,15,Illinois,Kentucky,0.9682477880676387,1.0441508874590772
2,16,Utah State,Tennessee,0.9785441404497621,1.1432813671931785
3,1,Auburn,Michigan,1.2400616866377527,1.0761667837716817
3,2,Mississippi,Michigan State,1.017479697537561,1.1257065654117
3,3,Florida,Memphis,1.1975493313540098,1.0851523954570046
3,4,Drake,St. John's (NY),1.0302073316139573,1.10599486379772
3,5,Duke,Oregon,1.174263743807197,1.0556073422137853
3,6,Wisconsin,Alabama,1.0384377412254588,1.1697268426313723
3,7,Houston,Clemson,1.1788426013561109,1.0613661017754883
3,8,Kentucky,Tennessee,1.0441508874590772,1.1432813671931785
4,1,Auburn,Michigan State,1.2400616866377527,1.1257065654117
4,2,Florida,St. John's (NY),1.1975493313540098,1.10599486379772
4,3,Duke,Alabama,1.174263743807197,1.1697268426313723
4,4,Houston,Tennessee,1.1788426013561109,1.1432813671931785
5,1,Auburn,Florida,1.2400616866377527,1.1975493313540098
5,2,Duke,Houston,1.174263743807197,1.1788426013561109
6,1,Auburn,Houston,1.2400616866377527,1.1788426013561109
7,1,Auburn,No Value,1.2400616866377527,No Value
