Round,Game,Team1,Team2,Rating1,Rating2
1,1,Auburn,Alabama State,1,16
1,2,Louisville,Creighton,8,9
1,3,Michigan,UC San Diego,5,12
1,4,Texas A&M,Yale,4,13
1,5,Mississippi,North Carolina,6,11
1,6,Iowa State,Lipscomb,3,14
1,7,Marquette,New Mexico,7,10
1,8,Michigan State,Bryant,2,15
1,9,Florida,Norfolk State,1,16
1,10,Connecticut,Oklahoma,8,9
1,11,Memphis,Colorado State,5,12
1,12,Maryland,Grand Canyon,4,13
1,13,Missouri,Drake,6,11
1,14,Texas Tech,UNC Wilmington,3,14
1,15,Kansas,Arkansas,7,10
1,16,St. John's (NY),Omaha,2,15
1,17,Duke,Mount Saint Mary (NY),1,16
1,18,Mississippi State,Baylor,8,9
1,19,Oregon,Liberty,5,12
1,20,Arizona,Akron,4,13
1,21,Brigham Young,Virginia Commonwealth,6,11
1,22,Wisconsin,Montana,3,14
1,23,Saint Mary's (CA),Vanderbilt,7,10
1,24,Alabama,Robert Morris,2,15
1,25,Houston,Southern Illinois-Edwardsville,1,16
1,26,Gonzaga,Georgia,8,9
1,27,Clemson,McNeese State,5,12
1,28,Purdue,High Point,4,13
1,29,Illinois,Xavier,6,11
1,30,Kentucky,Troy,3,14
1,31,UCLA,Utah State,7,10
1,32,Tennessee,Wofford,2,15
2,1,Auburn,Louisville,1,8
2,2,Michigan,Texas A&M,5,4
2,3,Mississippi,Iowa State,6,3
2,4,Marquette,Michigan State,7,2
2,5,Florida,Connecticut,1,8
2,6,Memphis,Maryland,5,4
2,7,Missouri,Texas Tech,6,3
2,8,Kansas,St. John's (NY),7,2
2,9,Duke,Mississippi State,1,8
2,10,Oregon,Arizona,5,4
2,11,Brigham Young,Wisconsin,6,3
2,12,Saint Mary's (CA),Alabama,7,2
2,13,Houston,Gonzaga,1,8
2,14,Clemson,Purdue,5,4
2,15,Illinois,Kentucky,6,3
2,16,UCLA,Tennessee,7,2
3,1,Auburn,Texas A&M,1,4
3,2,Iowa State,Michigan State,3,2
3,3,Florida,Maryland,1,4
3,4,Texas Tech,St. John's (NY),3,2
3,5,Duke,Arizona,1,4
3,6,Wisconsin,Alabama,3,2
3,7,Houston,Purdue,1,4
3,8,Kentucky,Tennessee,3,2
4,1,Auburn,Michigan State,1,2
4,2,Florida,St. John's (NY),1,2
4,3,Duke,Alabama,1,2
4,4,Houston,Tennessee,1,2
5,1,Auburn,Florida,1,1
5,2,Duke,Houston,1,1
6,1,Auburn,Duke,1,1
7,1,Auburn,No Value,1,No Value
