Round Name,Round,Game,Team1,Team2,Seed1,Seed2,Rating1,Rating2
Round of 64,1,1,Florida,Prairie View A&M,1,16,1731.8144357314,1519.6454676315
Round of 64,1,2,Clemson,Iowa,8,9,1653.2608295642,1584.877356589
Round of 64,1,3,Vanderbilt,McNeese,5,12,1678.6331502303,1720.1026993238
Round of 64,1,4,Nebraska,Troy,4,13,1673.3663474204,1606.9426939087
Round of 64,1,5,North Carolina,Virginia Commonwealth,6,11,1675.7821609888,1734.837369626
Round of 64,1,6,Illinois,Pennsylvania,3,14,1666.6890428606,1607.8367620874
Round of 64,1,7,Saint Mary's,Texas A&M,7,10,1726.3406837403,1603.082447159
Round of 64,1,8,Houston,Idaho,2,15,1725.6675141096,1569.5801080503
Round of 64,1,9,Arizona,Long Island University,1,16,1818.1732153393,1612.4738748869
Round of 64,1,10,Villanova,Utah State,8,9,1657.0594039068,1714.0718019012
Round of 64,1,11,Wisconsin,High Point,5,12,1676.6487715982,1730.4387410348
Round of 64,1,12,Arkansas,Hawaii,4,13,1715.6149805514,1644.243315868
Round of 64,1,13,Brigham Young,Texas,6,11,1625.3408069118,1555.7667799951
Round of 64,1,14,Gonzaga,Kennesaw State,3,14,1760.4128507899,1586.9801060027
Round of 64,1,15,Miami (FL),Missouri,7,10,1680.9410371075,1579.405798483
Round of 64,1,16,Purdue,Queens (NC),2,15,1708.7008745303,1591.0314393193
Round of 64,1,17,Duke,Siena,1,16,1828.6093785375,1612.47562316
Round of 64,1,18,Ohio State,Texas Christian,8,9,1629.8689515745,1649.5066642293
Round of 64,1,19,St. John's (NY),Northern Iowa,5,12,1757.6147570426,1609.8951912357
Round of 64,1,20,Kansas,California Baptist,4,13,1667.7638885964,1673.3274787099
Round of 64,1,21,Louisville,South Florida,6,11,1648.7382782561,1705.4126415237
Round of 64,1,22,Michigan State,North Dakota State,3,14,1686.6808011424,1678.6866932883
Round of 64,1,23,UCLA,UCF,7,10,1651.2174609312,1597.7625114214
Round of 64,1,24,Connecticut,Furman,2,15,1722.4889281215,1588.1119756797
Round of 64,1,25,Michigan,Howard,1,16,1794.1361421112,1611.8267305949
Round of 64,1,26,Georgia,Saint Louis,8,9,1614.1378456404,1690.6329612431
Round of 64,1,27,Texas Tech,Akron,5,12,1650.1988251375,1735.7473820063
Round of 64,1,28,Alabama,Hofstra,4,13,1663.0775332271,1658.0412980719
Round of 64,1,29,Tennessee,Miami (OH),6,11,1620.6421459944,1754.082188168
Round of 64,1,30,Virginia,Wright State,3,14,1756.4411729208,1631.1985741993
Round of 64,1,31,Kentucky,Santa Clara,7,10,1612.0602212526,1692.8812127101
Round of 64,1,32,Iowa State,Tennessee State,2,15,1695.9441629968,1646.5321174373
Round of 32,2,1,Florida,Clemson,1,8,1731.8144357314,1653.2608295642
Round of 32,2,2,McNeese,Nebraska,12,4,1720.1026993238,1673.3663474204
Round of 32,2,3,Virginia Commonwealth,Illinois,11,3,1734.837369626,1666.6890428606
Round of 32,2,4,Saint Mary's,Houston,7,2,1726.3406837403,1725.6675141096
Round of 32,2,5,Arizona,Utah State,1,9,1818.1732153393,1714.0718019012
Round of 32,2,6,High Point,Arkansas,12,4,1730.4387410348,1715.6149805514
Round of 32,2,7,Brigham Young,Gonzaga,6,3,1625.3408069118,1760.4128507899
Round of 32,2,8,Miami (FL),Purdue,7,2,1680.9410371075,1708.7008745303
Round of 32,2,9,Duke,Texas Christian,1,9,1828.6093785375,1649.5066642293
Round of 32,2,10,St. John's (NY),California Baptist,5,13,1757.6147570426,1673.3274787099
Round of 32,2,11,South Florida,Michigan State,11,3,1705.4126415237,1686.6808011424
Round of 32,2,12,UCLA,Connecticut,7,2,1651.2174609312,1722.4889281215
Round of 32,2,13,Michigan,Saint Louis,1,9,1794.1361421112,1690.6329612431
Round of 32,2,14,Akron,Alabama,12,4,1735.7473820063,1663.0775332271
Round of 32,2,15,Miami (OH),Virginia,11,3,1754.082188168,1756.4411729208
Round of 32,2,16,Santa Clara,Iowa State,10,2,1692.8812127101,1695.9441629968
Sweet 16,3,1,Florida,McNeese,1,12,1731.8144357314,1720.1026993238
Sweet 16,3,2,Virginia Commonwealth,Saint Mary's,11,7,1734.837369626,1726.3406837403
Sweet 16,3,3,Arizona,High Point,1,12,1818.1732153393,1730.4387410348
Sweet 16,3,4,Gonzaga,Purdue,3,2,1760.4128507899,1708.7008745303
Sweet 16,3,5,Duke,St. John's (NY),1,5,1828.6093785375,1757.6147570426
Sweet 16,3,6,South Florida,Connecticut,11,2,1705.4126415237,1722.4889281215
Sweet 16,3,7,Michigan,Akron,1,12,1794.1361421112,1735.7473820063
Sweet 16,3,8,Virginia,Iowa State,3,2,1756.4411729208,1695.9441629968
Elite 8,4,1,Florida,Virginia Commonwealth,1,11,1731.8144357314,1734.837369626
Elite 8,4,2,Arizona,Gonzaga,1,3,1818.1732153393,1760.4128507899
Elite 8,4,3,Duke,Connecticut,1,2,1828.6093785375,1722.4889281215
Elite 8,4,4,Michigan,Virginia,1,3,1794.1361421112,1756.4411729208
Final 4,5,1,Virginia Commonwealth,Arizona,11,1,1734.837369626,1818.1732153393
Final 4,5,2,Duke,Michigan,1,1,1828.6093785375,1794.1361421112
Championship,6,1,Arizona,Duke,1,1,1818.1732153393,1828.6093785375
Champion,7,1,Duke,---,1,---,1828.6093785375,---
