Round Name,Round,Game,Team1,Team2,Seed1,Seed2,Rating1,Rating2
Round of 64,1,1,Duke,Siena,1,16,0.98028713,0.019712865352630615
Round of 64,1,2,Ohio State,Texas Christian,8,9,0.7934175,0.20658248662948608
Round of 64,1,3,St. John's (NY),Northern Iowa,5,12,0.8233534,0.17664659023284912
Round of 64,1,4,Kansas,California Baptist,4,13,0.96024007,0.039759933948516846
Round of 64,1,5,Louisville,South Florida,6,11,0.8866858,0.11331421136856079
Round of 64,1,6,Michigan State,North Dakota State,3,14,0.9813369,0.018663108348846436
Round of 64,1,7,UCLA,UCF,7,10,0.71455437,0.2854456305503845
Round of 64,1,8,Connecticut,Furman,2,15,0.9734387,0.026561319828033447
Round of 64,1,9,Florida,Prairie View A&M,1,16,0.9818766,0.018123388290405273
Round of 64,1,10,Clemson,Iowa,8,9,0.3705154,0.6294845938682556
Round of 64,1,11,Vanderbilt,McNeese,5,12,0.95630455,0.04369544982910156
Round of 64,1,12,Nebraska,Troy,4,13,0.9524084,0.04759162664413452
Round of 64,1,13,North Carolina,Virginia Commonwealth,6,11,0.78583366,0.21416634321212769
Round of 64,1,14,Illinois,Pennsylvania,3,14,0.96011794,0.03988206386566162
Round of 64,1,15,Saint Mary's,Texas A&M,7,10,0.69177926,0.3082207441329956
Round of 64,1,16,Houston,Idaho,2,15,0.980349,0.01965099573135376
Round of 64,1,17,Arizona,Long Island University,1,16,0.9837669,0.016233086585998535
Round of 64,1,18,Villanova,Utah State,8,9,0.6409395,0.35906052589416504
Round of 64,1,19,Wisconsin,High Point,5,12,0.9419756,0.05802440643310547
Round of 64,1,20,Arkansas,Hawaii,4,13,0.95483756,0.04516243934631348
Round of 64,1,21,Brigham Young,Texas,6,11,0.72752357,0.2724764347076416
Round of 64,1,22,Gonzaga,Kennesaw State,3,14,0.959995,0.04000502824783325
Round of 64,1,23,Miami (FL),Missouri,7,10,0.8757768,0.12422317266464233
Round of 64,1,24,Purdue,Queens (NC),2,15,0.9858512,0.0141487717628479
Round of 64,1,25,Michigan,Howard,1,16,0.9843137,0.0156862735748291
Round of 64,1,26,Georgia,Saint Louis,8,9,0.7765583,0.2234417200088501
Round of 64,1,27,Texas Tech,Akron,5,12,0.84512675,0.15487325191497803
Round of 64,1,28,Alabama,Hofstra,4,13,0.96888846,0.031111538410186768
Round of 64,1,29,Tennessee,Miami (OH),6,11,0.91436374,0.08563625812530518
Round of 64,1,30,Virginia,Wright State,3,14,0.9548441,0.045155882835388184
Round of 64,1,31,Kentucky,Santa Clara,7,10,0.8067269,0.19327312707901
Round of 64,1,32,Iowa State,Tennessee State,2,15,0.9900595,0.009940505027770996
Round of 32,2,1,Duke,Ohio State,1,8,0.98028713,0.7934175
Round of 32,2,2,St. John's (NY),Kansas,5,4,0.8233534,0.96024007
Round of 32,2,3,Louisville,Michigan State,6,3,0.8866858,0.9813369
Round of 32,2,4,UCLA,Connecticut,7,2,0.71455437,0.9734387
Round of 32,2,5,Florida,Iowa,1,9,0.9818766,0.6294845938682556
Round of 32,2,6,Vanderbilt,Nebraska,5,4,0.95630455,0.9524084
Round of 32,2,7,North Carolina,Illinois,6,3,0.78583366,0.96011794
Round of 32,2,8,Saint Mary's,Houston,7,2,0.69177926,0.980349
Round of 32,2,9,Arizona,Villanova,1,8,0.9837669,0.6409395
Round of 32,2,10,Wisconsin,Arkansas,5,4,0.9419756,0.95483756
Round of 32,2,11,Brigham Young,Gonzaga,6,3,0.72752357,0.959995
Round of 32,2,12,Miami (FL),Purdue,7,2,0.8757768,0.9858512
Round of 32,2,13,Michigan,Georgia,1,8,0.9843137,0.7765583
Round of 32,2,14,Texas Tech,Alabama,5,4,0.84512675,0.96888846
Round of 32,2,15,Tennessee,Virginia,6,3,0.91436374,0.9548441
Round of 32,2,16,Kentucky,Iowa State,7,2,0.8067269,0.9900595
Sweet 16,3,1,Duke,Kansas,1,4,0.98028713,0.96024007
Sweet 16,3,2,Michigan State,Connecticut,3,2,0.9813369,0.9734387
Sweet 16,3,3,Florida,Vanderbilt,1,5,0.9818766,0.95630455
Sweet 16,3,4,Illinois,Houston,3,2,0.96011794,0.980349
Sweet 16,3,5,Arizona,Arkansas,1,4,0.9837669,0.95483756
Sweet 16,3,6,Gonzaga,Purdue,3,2,0.959995,0.9858512
Sweet 16,3,7,Michigan,Alabama,1,4,0.9843137,0.96888846
Sweet 16,3,8,Virginia,Iowa State,3,2,0.9548441,0.9900595
Elite 8,4,1,Duke,Michigan State,1,3,0.98028713,0.9813369
Elite 8,4,2,Florida,Houston,1,2,0.9818766,0.980349
Elite 8,4,3,Arizona,Purdue,1,2,0.9837669,0.9858512
Elite 8,4,4,Michigan,Iowa State,1,2,0.9843137,0.9900595
Final 4,5,1,Michigan State,Florida,3,1,0.9813369,0.9818766
Final 4,5,2,Purdue,Iowa State,2,2,0.9858512,0.9900595
Championship,6,1,Florida,Iowa State,1,2,0.9818766,0.9900595
Champion,7,1,Iowa State,---,2,---,0.9900595,---
