Round,Game,Team1,Team2,Rating1,Rating2
1,1,Alabama,Texas A&M-Corpus Christi,0.9826684,0.017331600189208984
1,2,Maryland,West Virginia,0.8348652,0.16513478755950928
1,3,San Diego State,College of Charleston,0.9027385,0.09726148843765259
1,4,Virginia,Furman,0.9745758,0.025424182415008545
1,5,Creighton,NC State,0.96130085,0.03869915008544922
1,6,Baylor,UC Santa Barbara,0.6477052,0.35229480266571045
1,7,Missouri,Utah State,0.8556673,0.14433270692825317
1,8,Arizona,Princeton,0.70724255,0.29275745153427124
1,9,Purdue,Fairleigh Dickinson-Florham,0.9558542,0.044145822525024414
1,10,Memphis,Florida Atlantic,0.8823807,0.11761927604675293
1,11,Duke,Oral Roberts,0.90997845,0.09002155065536499
1,12,Tennessee,Louisiana,0.63488173,0.36511826515197754
1,13,Kentucky,Providence,0.95623153,0.043768465518951416
1,14,Kansas State,Montana State,0.7407978,0.25920218229293823
1,15,Michigan State,Southern California,0.7905055,0.2094944715499878
1,16,Marquette,Vermont,0.85884297,0.14115703105926514
1,17,Houston,Northern Kentucky,0.9806213,0.019378721714019775
1,18,Iowa,Auburn,0.6540556,0.3459444046020508
1,19,Miami (FL),Drake,0.88778025,0.11221975088119507
1,20,Indiana,Kent State,0.6530759,0.3469241261482239
1,21,Iowa State,Pittsburgh,0.868715,0.13128501176834106
1,22,Xavier,Kennesaw State,0.81033206,0.1896679401397705
1,23,Texas A&M,Penn State,0.8111785,0.18882149457931519
1,24,Texas,Colgate,0.9238218,0.07617819309234619
1,25,Kansas,Howard,0.9424082,0.057591795921325684
1,26,Arkansas,Illinois,0.6942575,0.3057425022125244
1,27,Saint Mary's (CA),Virginia Commonwealth,0.8029018,0.19709819555282593
1,28,Connecticut,Iona,0.72765845,0.2723415493965149
1,29,TCU,Arizona State,0.8785451,0.12145489454269409
1,30,Gonzaga,Grand Canyon,0.94542557,0.054574429988861084
1,31,Northwestern,Boise State,0.7068447,0.293155312538147
1,32,UCLA,UNC Asheville,0.94480044,0.05519956350326538
2,1,Alabama,Maryland,0.9826684,0.8348652
2,2,San Diego State,Virginia,0.9027385,0.9745758
2,3,Creighton,Baylor,0.96130085,0.6477052
2,4,Missouri,Arizona,0.8556673,0.70724255
2,5,Purdue,Memphis,0.9558542,0.8823807
2,6,Duke,Tennessee,0.90997845,0.63488173
2,7,Kentucky,Kansas State,0.95623153,0.7407978
2,8,Michigan State,Marquette,0.7905055,0.85884297
2,9,Houston,Iowa,0.9806213,0.6540556
2,10,Miami (FL),Indiana,0.88778025,0.6530759
2,11,Iowa State,Xavier,0.868715,0.81033206
2,12,Texas A&M,Texas,0.8111785,0.9238218
2,13,Kansas,Arkansas,0.9424082,0.6942575
2,14,Saint Mary's (CA),Connecticut,0.8029018,0.72765845
2,15,TCU,Gonzaga,0.8785451,0.94542557
2,16,Northwestern,UCLA,0.7068447,0.94480044
3,1,Alabama,Virginia,0.9826684,0.9745758
3,2,Creighton,Missouri,0.96130085,0.8556673
3,3,Purdue,Duke,0.9558542,0.90997845
3,4,Kentucky,Marquette,0.95623153,0.85884297
3,5,Houston,Miami (FL),0.9806213,0.88778025
3,6,Iowa State,Texas,0.868715,0.9238218
3,7,Kansas,Saint Mary's (CA),0.9424082,0.8029018
3,8,Gonzaga,UCLA,0.94542557,0.94480044
4,1,Alabama,Creighton,0.9826684,0.96130085
4,2,Purdue,Kentucky,0.9558542,0.95623153
4,3,Houston,Texas,0.9806213,0.9238218
4,4,Kansas,Gonzaga,0.9424082,0.94542557
5,1,Alabama,Kentucky,0.9826684,0.95623153
5,2,Houston,Gonzaga,0.9806213,0.94542557
6,1,Alabama,Houston,0.9826684,0.9806213
7,1,Alabama,No Value,0.9826684,No Value
