Round,Game,Team1,Team2,Rating1,Rating2
1,1,Auburn,Alabama State,1.2309004882197472,0.49644335427770525
1,2,Louisville,Creighton,0.8758252300274043,1.1394023106170783
1,3,Michigan,UC San Diego,1.0693949750960285,0.7759889187103027
1,4,Texas A&M,Yale,1.1167489826366392,0.9231505267687817
1,5,Mississippi,North Carolina,0.9986812266128147,1.1318408834923868
1,6,Iowa State,Lipscomb,1.067295985339924,0.7718669273531955
1,7,Marquette,New Mexico,1.1352983589424301,0.9736084692260033
1,8,Michigan State,Bryant,1.1379493515639747,0.7743621061584334
1,9,Florida,Norfolk State,1.136730332421455,0.7818248518864406
1,10,Connecticut,Oklahoma,1.185413276914072,1.0416525006182045
1,11,Memphis,Colorado State,1.1673421260391057,1.0832180863750949
1,12,Maryland,Grand Canyon,1.0396712197670044,0.9963467369566162
1,13,Missouri,Drake,0.995034554881016,1.0764409212143804
1,14,Texas Tech,UNC Wilmington,1.1273920381429963,0.9221429183529469
1,15,Kansas,Arkansas,1.239288927940273,1.1173557477145137
1,16,St. John's (NY),Omaha,1.0597264733033647,0.5717879008047311
1,17,Duke,Mount Saint Mary (NY),1.1904716430985258,0.22917561878522996
1,18,Mississippi State,Baylor,1.0659428241195232,1.2039726905625414
1,19,Oregon,Liberty,1.1154506833992814,0.924862972019949
1,20,Arizona,Akron,1.2143431206711013,0.9215841391537767
1,21,Brigham Young,Virginia Commonwealth,1.0831979598737824,1.0871419468991752
1,22,Wisconsin,Montana,1.1444436947592158,0.7827029012123231
1,23,Saint Mary's (CA),Vanderbilt,1.1522006023323683,0.9671885884188425
1,24,Alabama,Robert Morris,1.2620132003639053,0.59093578163463
1,25,Houston,Southern Illinois-Edwardsville,1.317375904738424,0.6115414932052761
1,26,Gonzaga,Georgia,1.231356892114116,0.9421486160543151
1,27,Clemson,McNeese State,1.091427589469959,0.6760252155950196
1,28,Purdue,High Point,1.2714580720017037,0.7515454007402971
1,29,Illinois,Xavier,1.17723299177543,1.074323480427174
1,30,Kentucky,Troy,1.147446754351708,0.7992873580432073
1,31,UCLA,Utah State,1.1355535246326371,1.118110673224761
1,32,Tennessee,Wofford,1.2432879734845632,0.7728334056445162
2,1,Auburn,Creighton,1.2309004882197472,1.1394023106170783
2,2,Michigan,Texas A&M,1.0693949750960285,1.1167489826366392
2,3,North Carolina,Iowa State,1.1318408834923868,1.067295985339924
2,4,Marquette,Michigan State,1.1352983589424301,1.1379493515639747
2,5,Florida,Connecticut,1.136730332421455,1.185413276914072
2,6,Memphis,Maryland,1.1673421260391057,1.0396712197670044
2,7,Drake,Texas Tech,1.0764409212143804,1.1273920381429963
2,8,Kansas,St. John's (NY),1.239288927940273,1.0597264733033647
2,9,Duke,Baylor,1.1904716430985258,1.2039726905625414
2,10,Oregon,Arizona,1.1154506833992814,1.2143431206711013
2,11,Virginia Commonwealth,Wisconsin,1.0871419468991752,1.1444436947592158
2,12,Saint Mary's (CA),Alabama,1.1522006023323683,1.2620132003639053
2,13,Houston,Gonzaga,1.317375904738424,1.231356892114116
2,14,Clemson,Purdue,1.091427589469959,1.2714580720017037
2,15,Illinois,Kentucky,1.17723299177543,1.147446754351708
2,16,UCLA,Tennessee,1.1355535246326371,1.2432879734845632
3,1,Auburn,Texas A&M,1.2309004882197472,1.1167489826366392
3,2,North Carolina,Michigan State,1.1318408834923868,1.1379493515639747
3,3,Connecticut,Memphis,1.185413276914072,1.1673421260391057
3,4,Texas Tech,Kansas,1.1273920381429963,1.239288927940273
3,5,Baylor,Arizona,1.2039726905625414,1.2143431206711013
3,6,Wisconsin,Alabama,1.1444436947592158,1.2620132003639053
3,7,Houston,Purdue,1.317375904738424,1.2714580720017037
3,8,Illinois,Tennessee,1.17723299177543,1.2432879734845632
4,1,Auburn,Michigan State,1.2309004882197472,1.1379493515639747
4,2,Connecticut,Kansas,1.185413276914072,1.239288927940273
4,3,Arizona,Alabama,1.2143431206711013,1.2620132003639053
4,4,Houston,Tennessee,1.317375904738424,1.2432879734845632
5,1,Auburn,Kansas,1.2309004882197472,1.239288927940273
5,2,Alabama,Houston,1.2620132003639053,1.317375904738424
6,1,Kansas,Houston,1.239288927940273,1.317375904738424
7,1,Houston,No Value,1.317375904738424,No Value
