Round,Game,Team1,Team2,Rating1,Rating2
1,1,Gonzaga,Norfolk State,15.19,-6.55
1,2,Oklahoma,Missouri,15.29,17.8
1,3,Creighton,UC Santa Barbara,10.13,3.46
1,4,Virginia,Ohio,13.27,6.5
1,5,Southern California,Drake,18.88,15.12
1,6,Kansas,Eastern Washington,13.52,-5.62
1,7,Oregon,Virginia Commonwealth,11.48,13.44
1,8,Iowa,Grand Canyon,23.25,-1.21
1,9,Michigan,Texas Southern,18.25,-8.02
1,10,Louisiana State,St. Bonaventure,19.58,11.3
1,11,Colorado,Georgetown,11.48,16.28
1,12,Florida State,UNC Greensboro,12.79,1.28
1,13,Brigham Young,UCLA,27.2,11.48
1,14,Texas,Abilene Christian,13.65,-5.21
1,15,Connecticut,Maryland,16.28,22.0
1,16,Alabama,Iona,15.7,-11.46
1,17,Baylor,Hartford,13.65,-999
1,18,North Carolina,Wisconsin,17.12,21.4
1,19,Villanova,Winthrop,10.13,-6.82
1,20,Purdue,North Texas,18.25,5.19
1,21,Texas Tech,Utah State,15.51,14.36
1,22,Arkansas,Colgate,15.7,-2.29
1,23,Florida,Virginia Tech,16.87,14.79
1,24,Ohio State,Oral Roberts,23.25,-0.65
1,25,Illinois,Drexel,18.25,-5.32
1,26,Loyola (IL),Georgia Tech,9.42,17.12
1,27,Tennessee,Oregon State,19.58,18.88
1,28,Oklahoma State,Liberty,15.51,-10.05
1,29,San Diego State,Syracuse,10.99,15.27
1,30,West Virginia,Morehead State,13.65,3.46
1,31,Clemson,Rutgers,3.23,23.25
1,32,Houston,Cleveland State,3.99,-9.33
2,1,Gonzaga,Missouri,15.19,17.8
2,2,Creighton,Virginia,10.13,13.27
2,3,Southern California,Kansas,18.88,13.52
2,4,Virginia Commonwealth,Iowa,13.44,23.25
2,5,Michigan,Louisiana State,18.25,19.58
2,6,Georgetown,Florida State,16.28,12.79
2,7,Brigham Young,Texas,27.2,13.65
2,8,Maryland,Alabama,22.0,15.7
2,9,Baylor,Wisconsin,13.65,21.4
2,10,Villanova,Purdue,10.13,18.25
2,11,Texas Tech,Arkansas,15.51,15.7
2,12,Florida,Ohio State,16.87,23.25
2,13,Illinois,Georgia Tech,18.25,17.12
2,14,Tennessee,Oklahoma State,19.58,15.51
2,15,Syracuse,West Virginia,15.27,13.65
2,16,Rutgers,Houston,23.25,3.99
3,1,Missouri,Virginia,17.8,13.27
3,2,Southern California,Iowa,18.88,23.25
3,3,Louisiana State,Georgetown,19.58,16.28
3,4,Brigham Young,Maryland,27.2,22.0
3,5,Wisconsin,Purdue,21.4,18.25
3,6,Arkansas,Ohio State,15.7,23.25
3,7,Illinois,Tennessee,18.25,19.58
3,8,Syracuse,Rutgers,15.27,23.25
4,1,Missouri,Iowa,17.8,23.25
4,2,Louisiana State,Brigham Young,19.58,27.2
4,3,Wisconsin,Ohio State,21.4,23.25
4,4,Tennessee,Rutgers,19.58,23.25
5,1,Iowa,Brigham Young,23.25,27.2
5,2,Ohio State,Rutgers,23.25,23.25
6,1,Brigham Young,Ohio State,27.2,23.25
7,1,Brigham Young,No Value,27.2,No Value
