Round,Game,Team1,Team2,Rating1,Rating2
1,1,Connecticut,Stetson,1962.126928174085,1615.9320783517908
1,2,Florida Atlantic,Northwestern,1846.2056964832323,1720.9963747101283
1,3,San Diego State,UAB,1841.9833292833189,1803.8033514408844
1,4,Auburn,Yale,1866.7830992280337,1727.4957555410356
1,5,Brigham Young,Duquesne,1776.4034552992205,1735.4261992655336
1,6,Illinois,Morehead State,1847.4171790064033,1690.429136797738
1,7,Washington State,Drake,1760.1708471268255,1859.6985488183975
1,8,Iowa State,South Dakota State,1882.012587968942,1685.967440622168
1,9,North Carolina,Wagner,1847.9091643675622,1466.8008791077834
1,10,Mississippi State,Michigan State,1736.0008299068872,1725.2159119739467
1,11,Saint Mary's (CA),Grand Canyon,1908.101147621975,1840.7477327214865
1,12,Alabama,College of Charleston,1837.5789753581946,1825.4424072104714
1,13,Clemson,New Mexico,1723.787873600819,1797.7129589966275
1,14,Baylor,Colgate,1829.6215399394894,1710.0750368149897
1,15,Dayton,Nevada,1780.064479737088,1822.0184548700356
1,16,Arizona,Long Beach State,1869.4216304375516,1612.3584134191954
1,17,Houston,Longwood,1998.7561467008811,1596.87651459495
1,18,Nebraska,Texas A&M,1732.4503944206642,1775.8958002146253
1,19,Wisconsin,James Madison,1757.6764056759323,1811.4904755355092
1,20,Duke,Vermont,1832.528329802305,1802.393435433076
1,21,Texas Tech,NC State,1796.8496977260727,1730.935149347506
1,22,Kentucky,Oakland,1831.1404962507318,1650.7102415679756
1,23,Florida,Colorado,1773.6616827579144,1763.3603794795672
1,24,Marquette,Western Kentucky,1864.3028551650975,1663.4393076848364
1,25,Purdue,Grambling,1963.9651711378117,1565.0940220692476
1,26,Utah State,TCU,1866.6522489916688,1742.6886624909255
1,27,Gonzaga,McNeese State,1918.4957067676607,1683.8370562282869
1,28,Kansas,Samford,1840.8088352556108,1787.5091755229887
1,29,South Carolina,Oregon,1769.2460433668912,1775.1327428592688
1,30,Creighton,Akron,1804.5140583054417,1699.347326765434
1,31,Texas,Colorado State,1791.9621517084101,1751.5476060371739
1,32,Tennessee,Saint Peter's,1860.0344428172818,1564.7066405234239
2,1,Connecticut,Florida Atlantic,1962.126928174085,1846.2056964832323
2,2,San Diego State,Auburn,1841.9833292833189,1866.7830992280337
2,3,Brigham Young,Illinois,1776.4034552992205,1847.4171790064033
2,4,Drake,Iowa State,1859.6985488183975,1882.012587968942
2,5,North Carolina,Mississippi State,1847.9091643675622,1736.0008299068872
2,6,Saint Mary's (CA),Alabama,1908.101147621975,1837.5789753581946
2,7,New Mexico,Baylor,1797.7129589966275,1829.6215399394894
2,8,Nevada,Arizona,1822.0184548700356,1869.4216304375516
2,9,Houston,Texas A&M,1998.7561467008811,1775.8958002146253
2,10,James Madison,Duke,1811.4904755355092,1832.528329802305
2,11,Texas Tech,Kentucky,1796.8496977260727,1831.1404962507318
2,12,Florida,Marquette,1773.6616827579144,1864.3028551650975
2,13,Purdue,Utah State,1963.9651711378117,1866.6522489916688
2,14,Gonzaga,Kansas,1918.4957067676607,1840.8088352556108
2,15,Oregon,Creighton,1775.1327428592688,1804.5140583054417
2,16,Texas,Tennessee,1791.9621517084101,1860.0344428172818
3,1,Connecticut,Auburn,1962.126928174085,1866.7830992280337
3,2,Illinois,Iowa State,1847.4171790064033,1882.012587968942
3,3,North Carolina,Saint Mary's (CA),1847.9091643675622,1908.101147621975
3,4,Baylor,Arizona,1829.6215399394894,1869.4216304375516
3,5,Houston,Duke,1998.7561467008811,1832.528329802305
3,6,Kentucky,Marquette,1831.1404962507318,1864.3028551650975
3,7,Purdue,Gonzaga,1963.9651711378117,1918.4957067676607
3,8,Creighton,Tennessee,1804.5140583054417,1860.0344428172818
4,1,Connecticut,Iowa State,1962.126928174085,1882.012587968942
4,2,Saint Mary's (CA),Arizona,1908.101147621975,1869.4216304375516
4,3,Houston,Marquette,1998.7561467008811,1864.3028551650975
4,4,Purdue,Tennessee,1963.9651711378117,1860.0344428172818
5,1,Connecticut,Saint Mary's (CA),1962.126928174085,1908.101147621975
5,2,Houston,Purdue,1998.7561467008811,1963.9651711378117
6,1,Connecticut,Houston,1962.126928174085,1998.7561467008811
7,1,Houston,No Value,1998.7561467008811,No Value
