Round,Game,Team1,Team2,Rating1,Rating2
1,1,Alabama,Texas A&M-Corpus Christi,1883.8360372187472,1604.768018317173
1,2,Maryland,West Virginia,1661.9402066404841,1693.8333562115718
1,3,San Diego State,College of Charleston,1870.5173186006762,1785.6504024997869
1,4,Virginia,Furman,1777.6255210917675,1758.695652033716
1,5,Creighton,NC State,1731.77982116045,1658.9706886822257
1,6,Baylor,UC Santa Barbara,1791.701376842131,1715.8969202475873
1,7,Missouri,Utah State,1720.4304393580571,1771.37102547434
1,8,Arizona,Princeton,1876.4229458605284,1691.2652048231491
1,9,Purdue,Fairleigh Dickinson-Florham,1856.4765651855032,1483.2068658178239
1,10,Memphis,Florida Atlantic,1814.3884370752276,1830.3116343978475
1,11,Duke,Oral Roberts,1833.0649689849968,1776.3251523037472
1,12,Tennessee,Louisiana,1772.238812873643,1723.9148426787403
1,13,Kentucky,Providence,1757.2729575554033,1699.55640563558
1,14,Kansas State,Montana State,1703.2325294892637,1725.3571295031481
1,15,Michigan State,Southern California,1704.4555609639565,1758.7865434146577
1,16,Marquette,Vermont,1837.7291699512368,1729.072282784162
1,17,Houston,Northern Kentucky,1918.498293023292,1638.7130941996274
1,18,Iowa,Auburn,1696.507000526547,1719.550960937012
1,19,Miami (FL),Drake,1764.620003207995,1800.8846768171702
1,20,Indiana,Kent State,1726.7967494108007,1787.4629910499025
1,21,Iowa State,Pittsburgh,1667.9227226259652,1630.7123922308551
1,22,Xavier,Kennesaw State,1766.0457786303184,1687.8629080558474
1,23,Texas A&M,Penn State,1822.083045643532,1695.7274275279294
1,24,Texas,Colgate,1825.8962892681257,1723.4458543752735
1,25,Kansas,Howard,1876.1570160612966,1601.6874737997039
1,26,Arkansas,Illinois,1731.3856796626003,1699.4644988783389
1,27,Saint Mary's (CA),Virginia Commonwealth,1845.8269662713033,1811.1670249110066
1,28,Connecticut,Iona,1788.3789572458802,1743.1350059272388
1,29,TCU,Arizona State,1695.955087220013,1675.021247349167
1,30,Gonzaga,Grand Canyon,1932.037408628347,1730.1129913940622
1,31,Northwestern,Boise State,1661.44107449005,1793.2389294842328
1,32,UCLA,UNC Asheville,1877.583017863208,1686.2847368417777
2,1,Alabama,West Virginia,1883.8360372187472,1693.8333562115718
2,2,San Diego State,Virginia,1870.5173186006762,1777.6255210917675
2,3,Creighton,Baylor,1731.77982116045,1791.701376842131
2,4,Utah State,Arizona,1771.37102547434,1876.4229458605284
2,5,Purdue,Florida Atlantic,1856.4765651855032,1830.3116343978475
2,6,Duke,Tennessee,1833.0649689849968,1772.238812873643
2,7,Kentucky,Montana State,1757.2729575554033,1725.3571295031481
2,8,Southern California,Marquette,1758.7865434146577,1837.7291699512368
2,9,Houston,Auburn,1918.498293023292,1719.550960937012
2,10,Drake,Kent State,1800.8846768171702,1787.4629910499025
2,11,Iowa State,Xavier,1667.9227226259652,1766.0457786303184
2,12,Texas A&M,Texas,1822.083045643532,1825.8962892681257
2,13,Kansas,Arkansas,1876.1570160612966,1731.3856796626003
2,14,Saint Mary's (CA),Connecticut,1845.8269662713033,1788.3789572458802
2,15,TCU,Gonzaga,1695.955087220013,1932.037408628347
2,16,Boise State,UCLA,1793.2389294842328,1877.583017863208
3,1,Alabama,San Diego State,1883.8360372187472,1870.5173186006762
3,2,Baylor,Arizona,1791.701376842131,1876.4229458605284
3,3,Purdue,Duke,1856.4765651855032,1833.0649689849968
3,4,Kentucky,Marquette,1757.2729575554033,1837.7291699512368
3,5,Houston,Drake,1918.498293023292,1800.8846768171702
3,6,Xavier,Texas,1766.0457786303184,1825.8962892681257
3,7,Kansas,Saint Mary's (CA),1876.1570160612966,1845.8269662713033
3,8,Gonzaga,UCLA,1932.037408628347,1877.583017863208
4,1,Alabama,Arizona,1883.8360372187472,1876.4229458605284
4,2,Purdue,Marquette,1856.4765651855032,1837.7291699512368
4,3,Houston,Texas,1918.498293023292,1825.8962892681257
4,4,Kansas,Gonzaga,1876.1570160612966,1932.037408628347
5,1,Alabama,Purdue,1883.8360372187472,1856.4765651855032
5,2,Houston,Gonzaga,1918.498293023292,1932.037408628347
6,1,Alabama,Gonzaga,1883.8360372187472,1932.037408628347
7,1,Gonzaga,No Value,1932.037408628347,No Value
